Index,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,InGroup
1503,1595_01,Europa,False,55 Cancri e,27.0,False,0.0,4342.0,0.0,308.0,36.0,1.0,1595,1,False
1504,1596_01,Europa,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1596,1,False
1505,1597_01,Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,307.0,1.0,1597,1,False
1506,1599_01,Europa,True,TRAPPIST-1e,19.0,False,0.0,0.0,175.0,0.0,0.0,1.0,1599,1,True
1507,1599_02,Europa,True,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1599,2,True
1508,1601_01,Earth,False,TRAPPIST-1e,37.0,False,22.0,5.0,0.0,747.0,0.0,0.0,1601,1,False
1509,1602_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,2681.0,55.0,0.0,1602,1,False
1510,1603_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,594.0,0.0,0.0,119.0,0.0,1603,1,True
1511,1603_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1603,2,True
1512,1603_03,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1603,3,True
1513,1604_01,Earth,False,TRAPPIST-1e,24.0,False,2.0,3.0,0.0,616.0,161.0,0.0,1604,1,False
1514,1606_01,Europa,False,TRAPPIST-1e,20.0,False,13.0,817.0,0.0,1435.0,22.0,1.0,1606,1,False
1515,1608_01,Earth,False,TRAPPIST-1e,24.0,False,1158.0,193.0,798.0,2.0,0.0,0.0,1608,1,False
1516,1611_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,865.0,0.0,0.0,44.0,1.0,1611,1,False
1517,1612_01,Europa,False,TRAPPIST-1e,49.0,False,0.0,3750.0,0.0,2.0,341.0,1.0,1612,1,True
1518,1612_02,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1612,2,True
1519,1613_01,Earth,False,55 Cancri e,16.0,False,825.0,9.0,0.0,0.0,42.0,0.0,1613,1,False
1520,1614_01,Mars,False,TRAPPIST-1e,26.0,True,432.0,0.0,965.0,35.0,0.0,0.0,1614,1,False
1521,1615_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,6.0,685.0,0.0,0.0,1615,1,True
1522,1615_02,Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,175.0,0.0,0.0,1.0,1615,2,True
1523,1615_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1615,3,True
1524,1617_01,Mars,False,PSO J318.5-22,37.0,False,295.0,1575.0,19.0,515.0,0.0,0.0,1617,1,False
1525,1619_01,Earth,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1619,1,False
1526,1621_01,Earth,False,55 Cancri e,25.0,False,553.0,0.0,1.0,239.0,8.0,1.0,1621,1,True
1527,1621_02,Earth,False,PSO J318.5-22,25.0,False,172.0,129.0,41.0,0.0,341.0,0.0,1621,2,True
1528,1622_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1622,1,False
1529,1624_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,308.0,0.0,1.0,1624,1,True
1530,1624_02,Earth,False,55 Cancri e,46.0,False,612.0,0.0,62.0,0.0,0.0,1.0,1624,2,True
1531,1624_03,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,307.0,1.0,1624,3,True
1532,1625_01,Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1625,1,True
1533,1625_02,Europa,False,TRAPPIST-1e,29.0,False,0.0,930.0,0.0,2113.0,98.0,0.0,1625,2,True
1534,1626_01,Earth,False,TRAPPIST-1e,19.0,False,223.0,9.0,0.0,0.0,1.0,0.0,1626,1,False
1535,1628_01,Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1628,1,False
1536,1630_01,Earth,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1630,1,True
1537,1630_02,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1630,2,True
1538,1630_03,Earth,False,TRAPPIST-1e,37.0,False,0.0,27.0,11.0,732.0,5.0,0.0,1630,3,True
1539,1631_01,Earth,False,TRAPPIST-1e,61.0,False,1215.0,32.0,0.0,0.0,362.0,0.0,1631,1,False
1540,1632_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,452.0,0.0,0.0,0.0,1.0,1632,1,False
1541,1633_01,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,307.0,1.0,1633,1,True
1542,1633_02,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1633,2,True
1543,1634_01,Earth,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1634,1,False
1544,1635_01,Earth,False,TRAPPIST-1e,22.0,False,1300.0,0.0,175.0,0.0,1134.0,0.0,1635,1,False
1545,1636_01,Earth,False,TRAPPIST-1e,41.0,False,139.0,666.0,6.0,71.0,25.0,0.0,1636,1,False
1546,1637_01,Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1637,1,False
1547,1638_01,Earth,False,TRAPPIST-1e,19.0,False,414.0,0.0,66.0,307.0,0.0,0.0,1638,1,False
1548,1640_01,Earth,False,TRAPPIST-1e,21.0,False,305.0,0.0,1.0,618.0,2.0,1.0,1640,1,False
1549,1644_01,Earth,False,55 Cancri e,14.0,False,0.0,2.0,0.0,0.0,794.0,0.0,1644,1,False
1550,1645_01,Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1645,1,False
1551,1646_01,Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,885.0,0.0,0.0,1.0,1646,1,False
1552,1647_01,Earth,False,TRAPPIST-1e,33.0,False,954.0,0.0,10.0,3.0,2.0,0.0,1647,1,False
1553,1649_01,Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1649,1,False
1554,1650_01,Earth,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1650,1,False
1555,1651_01,Earth,True,PSO J318.5-22,43.0,False,0.0,0.0,0.0,308.0,0.0,0.0,1651,1,True
1556,1651_02,Earth,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1651,2,True
1557,1651_03,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1651,3,True
1558,1653_01,Europa,False,TRAPPIST-1e,47.0,False,4.0,1303.0,830.0,774.0,2.0,0.0,1653,1,False
1559,1655_01,Earth,False,TRAPPIST-1e,28.0,False,3202.0,452.0,0.0,0.0,5.0,0.0,1655,1,True
1560,1655_02,Earth,False,TRAPPIST-1e,40.0,False,0.0,807.0,0.0,0.0,0.0,1.0,1655,2,True
1561,1656_01,Earth,False,TRAPPIST-1e,17.0,False,1.0,160.0,37.0,0.0,307.0,0.0,1656,1,False
1562,1657_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,218.0,109.0,5321.0,0.0,1657,1,False
1563,1658_01,Mars,False,TRAPPIST-1e,29.0,False,1150.0,0.0,6.0,4.0,0.0,1.0,1658,1,False
1564,1659_01,Earth,False,TRAPPIST-1e,41.0,False,0.0,82.0,3.0,0.0,718.0,0.0,1659,1,False
1565,1660_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,1.0,0.0,905.0,0.0,0.0,1660,1,False
1566,1661_01,Europa,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1661,1,True
1567,1661_02,Europa,False,TRAPPIST-1e,57.0,False,0.0,62.0,0.0,2136.0,178.0,0.0,1661,2,True
1568,1661_03,Europa,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1661,3,True
1569,1661_04,Europa,False,TRAPPIST-1e,37.0,False,0.0,2390.0,0.0,1306.0,307.0,0.0,1661,4,True
1570,1662_01,Earth,False,PSO J318.5-22,20.0,False,127.0,0.0,0.0,542.0,0.0,0.0,1662,1,False
1571,1663_01,Earth,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1663,1,False
1572,1666_01,Europa,False,TRAPPIST-1e,38.0,False,158.0,787.0,2820.0,308.0,86.0,1.0,1666,1,False
1573,1668_01,Earth,False,TRAPPIST-1e,22.0,False,2.0,0.0,6.0,101.0,536.0,0.0,1668,1,False
1574,1669_01,Mars,False,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,0.0,1669,1,True
1575,1669_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1669,2,True
1576,1669_03,Mars,False,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,0.0,1669,3,True
1577,1670_01,Earth,False,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,0.0,1670,1,True
1578,1670_02,Earth,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1670,2,True
1579,1671_01,Europa,False,55 Cancri e,29.0,False,0.0,859.0,0.0,6704.0,64.0,0.0,1671,1,False
1580,1672_01,Earth,False,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,0.0,1672,1,False
1581,1673_01,Earth,False,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,0.0,1673,1,False
1582,1674_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1674,1,False
1583,1676_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1676,1,False
1584,1677_01,Earth,False,TRAPPIST-1e,19.0,False,5.0,87.0,0.0,0.0,307.0,0.0,1677,1,False
1585,1681_01,Earth,False,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,0.0,1681,1,False
1586,1682_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1682,1,False
1587,1685_01,Earth,False,55 Cancri e,51.0,False,0.0,260.0,91.0,0.0,264.0,0.0,1685,1,True
1588,1685_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1685,2,True
1589,1685_03,Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1685,3,True
1590,1687_01,Mars,False,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,0.0,1687,1,False
1591,1688_01,Earth,False,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,0.0,1688,1,True
1592,1688_02,Earth,True,TRAPPIST-1e,7.0,False,223.0,0.0,0.0,0.0,0.0,0.0,1688,2,True
1593,1688_03,Earth,True,TRAPPIST-1e,19.0,False,223.0,0.0,0.0,0.0,0.0,1.0,1688,3,True
1594,1690_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,0.0,1690,1,False
1595,1691_01,Mars,False,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,0.0,1691,1,False
1596,1694_01,Earth,True,PSO J318.5-22,31.0,False,0.0,452.0,0.0,0.0,0.0,1.0,1694,1,False
1597,1695_01,Earth,False,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,0.0,1695,1,False
1598,1696_01,Europa,False,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,0.0,1696,1,False
1599,1697_01,Earth,False,TRAPPIST-1e,23.0,False,0.0,13.0,0.0,773.0,0.0,0.0,1697,1,False
1600,1698_01,Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1698,1,False
1601,1699_01,Earth,False,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,1.0,1699,1,False
1602,1700_01,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1700,1,True
1603,1700_02,Europa,False,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,0.0,1700,2,True
1604,1704_01,Mars,False,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,0.0,1704,1,True
1605,1704_02,Mars,False,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,1.0,1704,2,True
1606,1705_01,Mars,False,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1705,1,False
1607,1708_01,Earth,False,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,0.0,1708,1,False
1608,1709_01,Mars,False,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,0.0,1709,1,True
1609,1709_02,Mars,False,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,1.0,1709,2,True
1610,1709_03,Mars,False,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,0.0,1709,3,True
1611,1709_04,Mars,False,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,0.0,1709,4,True
1612,1709_05,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1709,5,True
1613,1709_06,Mars,False,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,0.0,1709,6,True
1614,1709_07,Mars,False,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,0.0,1709,7,True
1615,1710_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1710,1,False
1616,1711_01,Earth,False,TRAPPIST-1e,51.0,False,437.0,244.0,908.0,825.0,0.0,0.0,1711,1,False
1617,1712_01,Mars,False,TRAPPIST-1e,17.0,False,139.0,0.0,959.0,21.0,0.0,0.0,1712,1,True
1618,1712_02,Mars,False,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,0.0,1712,2,True
1619,1713_01,Earth,False,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,0.0,1713,1,False
1620,1714_01,Earth,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1714,1,False
1621,1715_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1715,1,False
1622,1717_01,Earth,False,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,1.0,1717,1,True
1623,1717_02,Earth,False,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,0.0,1717,2,True
1624,1718_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1718,1,False
1625,1719_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,175.0,0.0,0.0,0.0,1719,1,False
1626,1721_01,Earth,False,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,0.0,1721,1,False
1627,1723_01,Earth,False,TRAPPIST-1e,15.0,False,852.0,0.0,0.0,135.0,0.0,0.0,1723,1,False
1628,1724_01,Europa,False,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,1.0,1724,1,False
1629,1725_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,0.0,1725,1,False
1630,1727_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1727,1,True
1631,1727_02,Mars,False,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,0.0,1727,2,True
1632,1728_01,Earth,False,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,0.0,1728,1,False
1633,1729_01,Earth,False,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,1.0,1729,1,False
1634,1730_01,Earth,False,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,1.0,1730,1,False
1635,1731_01,Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1731,1,True
1636,1731_02,Earth,False,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,1.0,1731,2,True
1637,1733_01,Earth,False,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,0.0,1733,1,False
1638,1734_01,Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1734,1,False
1639,1736_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1736,1,False
1640,1738_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,307.0,0.0,1738,1,True
1641,1738_02,Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1738,2,True
1642,1739_01,Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1739,1,False
1643,1740_01,Earth,False,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,0.0,1740,1,False
1644,1742_01,Mars,False,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,0.0,1742,1,False
1645,1745_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,1310.0,0.0,221.0,6064.0,0.0,1745,1,False
1646,1746_01,Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1746,1,False
1647,1747_01,Earth,False,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,1.0,1747,1,False
1648,1748_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,0.0,1748,1,True
1649,1748_02,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1748,2,True
1650,1748_03,Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1748,3,True
1651,1749_01,Earth,True,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1749,1,False
1652,1752_01,Earth,False,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,1.0,1752,1,False
1653,1753_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1753,1,False
1654,1755_01,Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1755,1,False
1655,1757_01,Earth,False,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,0.0,1757,1,False
1656,1758_01,Earth,False,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,0.0,1758,1,False
1657,1760_01,Earth,False,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,0.0,1760,1,False
1658,1761_01,Earth,False,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,0.0,1761,1,False
1659,1762_01,Earth,False,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,1.0,1762,1,True
1660,1762_02,Earth,False,TRAPPIST-1e,15.0,False,104.0,452.0,0.0,174.0,253.0,0.0,1762,2,True
1661,1763_01,Europa,False,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,1.0,1763,1,False
1662,1764_01,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1764,1,True
1663,1764_02,Mars,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1764,2,True
1664,1766_01,Earth,False,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,0.0,1766,1,False
1665,1767_01,Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1767,1,True
1666,1767_02,Europa,False,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,1.0,1767,2,True
1667,1767_03,Europa,False,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,1.0,1767,3,True
1668,1767_04,Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1767,4,True
1669,1768_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,24.0,0.0,732.0,0.0,0.0,1768,1,False
1670,1769_01,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1769,1,False
1671,1770_01,Europa,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1770,1,False
1672,1771_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,338.0,436.0,308.0,0.0,1.0,1771,1,False
1673,1772_01,Mars,False,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,0.0,1772,1,False
1674,1774_01,Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1774,1,False
1675,1775_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,1.0,1775,1,False
1676,1776_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,0.0,1776,1,False
1677,1778_01,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1778,1,False
1678,1779_01,Earth,False,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,1.0,1779,1,False
1679,1781_01,Europa,False,55 Cancri e,28.0,False,0.0,11026.0,0.0,0.0,12.0,1.0,1781,1,False
1680,1782_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1782,1,True
1681,1782_02,Earth,False,TRAPPIST-1e,40.0,False,596.0,452.0,135.0,73.0,0.0,0.0,1782,2,True
1682,1783_01,Earth,False,55 Cancri e,42.0,False,28.0,0.0,0.0,0.0,591.0,0.0,1783,1,True
1683,1783_02,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,308.0,0.0,0.0,1783,2,True
1684,1785_01,Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,308.0,0.0,0.0,1785,1,False
1685,1786_01,Earth,False,TRAPPIST-1e,51.0,False,28.0,94.0,0.0,34.0,638.0,0.0,1786,1,False
1686,1792_01,Mars,False,TRAPPIST-1e,73.0,False,27.0,2.0,71.0,1208.0,0.0,0.0,1792,1,False
1687,1796_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1796,1,False
1688,1797_01,Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1797,1,False
1689,1798_01,Earth,False,TRAPPIST-1e,39.0,False,1.0,275.0,33.0,376.0,105.0,0.0,1798,1,False
1690,1799_01,Earth,False,TRAPPIST-1e,19.0,False,5.0,639.0,0.0,84.0,180.0,0.0,1799,1,False
1691,1800_01,Earth,False,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1800,1,True
1692,1800_02,Earth,True,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1800,2,True
1693,1800_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1800,3,True
1694,1800_04,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1800,4,True
1695,1800_05,Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1800,5,True
1696,1802_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,2.0,787.0,1.0,0.0,1802,1,False
1697,1803_01,Earth,False,55 Cancri e,23.0,False,0.0,169.0,0.0,553.0,0.0,0.0,1803,1,False
1698,1804_01,Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1804,1,False
1699,1805_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1805,1,False
1700,1806_01,Mars,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1806,1,False
1701,1807_01,Europa,False,55 Cancri e,30.0,False,0.0,3722.0,4.0,140.0,4045.0,0.0,1807,1,False
1702,1808_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,8.0,2.0,30.0,0.0,1808,1,False
1703,1810_01,Mars,False,TRAPPIST-1e,56.0,False,4694.0,0.0,2661.0,51.0,0.0,0.0,1810,1,False
1704,1811_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1811,1,True
1705,1811_02,Earth,False,TRAPPIST-1e,29.0,False,928.0,20.0,0.0,0.0,0.0,0.0,1811,2,True
1706,1812_01,Earth,False,TRAPPIST-1e,25.0,False,9.0,852.0,73.0,12.0,57.0,1.0,1812,1,False
1707,1813_01,Earth,False,55 Cancri e,18.0,False,0.0,0.0,454.0,0.0,263.0,0.0,1813,1,False
1708,1816_01,Europa,False,TRAPPIST-1e,60.0,True,1891.0,640.0,0.0,360.0,52.0,1.0,1816,1,True
1709,1816_02,Europa,False,TRAPPIST-1e,41.0,False,0.0,2334.0,1.0,6.0,23.0,1.0,1816,2,True
1710,1817_01,Earth,False,PSO J318.5-22,16.0,False,112.0,0.0,38.0,77.0,443.0,0.0,1817,1,False
1711,1818_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1818,1,False
1712,1821_01,Earth,False,TRAPPIST-1e,26.0,False,223.0,4.0,361.0,0.0,19.0,0.0,1821,1,False
1713,1822_01,Earth,False,TRAPPIST-1e,31.0,False,2.0,811.0,0.0,0.0,0.0,1.0,1822,1,False
1714,1823_01,Earth,False,TRAPPIST-1e,67.0,False,143.0,68.0,496.0,182.0,9.0,1.0,1823,1,False
1715,1826_01,Earth,False,55 Cancri e,16.0,False,223.0,231.0,569.0,2.0,0.0,0.0,1826,1,False
1716,1827_01,Earth,False,55 Cancri e,24.0,False,0.0,94.0,1.0,56.0,427.0,0.0,1827,1,False
1717,1828_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1333.0,3.0,624.0,254.0,1.0,1828,1,False
1718,1829_01,Europa,False,55 Cancri e,48.0,False,0.0,3578.0,80.0,123.0,307.0,1.0,1829,1,True
1719,1829_02,Europa,False,TRAPPIST-1e,30.0,False,1.0,6398.0,0.0,2.0,295.0,1.0,1829,2,True
1720,1829_03,Europa,False,TRAPPIST-1e,22.0,False,0.0,8882.0,21.0,2204.0,19.0,1.0,1829,3,True
1721,1829_04,Europa,False,TRAPPIST-1e,28.0,True,0.0,4424.0,3.0,207.0,1572.0,1.0,1829,4,True
1722,1829_05,Europa,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1829,5,True
1723,1829_06,Europa,False,TRAPPIST-1e,29.0,False,0.0,699.0,0.0,0.0,1955.0,0.0,1829,6,True
1724,1831_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,307.0,0.0,1831,1,False
1725,1833_01,Europa,False,55 Cancri e,48.0,False,140.0,127.0,0.0,4102.0,521.0,0.0,1833,1,False
1726,1834_01,Mars,False,TRAPPIST-1e,26.0,False,17.0,0.0,1582.0,0.0,0.0,1.0,1834,1,False
1727,1836_01,Earth,False,TRAPPIST-1e,23.0,False,1639.0,1218.0,0.0,1.0,0.0,1.0,1836,1,False
